iter	RMSE
678	0.2490416871
679	0.2489726213
680	0.2488687445
681	0.2488288329
682	0.2487829473
683	0.2487601122
684	0.248729975
685	0.2486718055
686	0.248625132
687	0.2485115323
688	0.2484724756
689	0.2484162451
690	0.2483493057
691	0.2483009745
692	0.2482447666
693	0.2481689254
694	0.2481223621
695	0.2480913428
696	0.2480424845
697	0.2480028455
698	0.2479739724
699	0.2479066399
700	0.2478711633
701	0.2478344716
702	0.2477868474
703	0.2477224038
704	0.247685122
705	0.247614897
706	0.247511774
707	0.2474603888
708	0.2473998835
709	0.2473326865
710	0.2472940336
711	0.2472228037
712	0.2471853216
713	0.2471488294
714	0.2470871222
715	0.2470299654
716	0.2469548947
717	0.2468808468
718	0.2468240778
719	0.2467807343
720	0.2467470944
721	0.2466928844
722	0.2466168053
723	0.2465469127
724	0.2465164115
725	0.2464464292
726	0.2463800143
727	0.2463018846
728	0.2462628052
729	0.2462215126
730	0.2461817746
731	0.2461300691
732	0.2460553176
733	0.2460161898
734	0.2459812094
735	0.2459156969
736	0.2458586877
737	0.2458046105
738	0.2457519758
739	0.2457143519
740	0.2456718443
741	0.245640302
742	0.2455868336
743	0.2455379894
744	0.245518164
745	0.2454559258
746	0.2454073221
747	0.24536711
748	0.24533419
749	0.2452923437
750	0.2452401947
751	0.2452099895
752	0.2451654522
753	0.2451352548
754	0.2451018614
755	0.2450620203
756	0.2449936146
757	0.2449301447
758	0.2448866117
759	0.2448426272
760	0.2447964188
761	0.2447042312
762	0.2446365639
763	0.2445862803
764	0.2444899376
765	0.2444208315
766	0.2443186795
767	0.2442634859
768	0.2441987789
769	0.2441525801
770	0.244108341
771	0.2440898925
772	0.2440289164
773	0.2439947079
774	0.2439569488
775	0.2439334189
776	0.2438995726
777	0.2438043383
778	0.243756409
779	0.24369644
780	0.2436611389
781	0.2435994358
782	0.2435688854
783	0.2435222952
784	0.2434660145
785	0.2434163004
786	0.2433255532
787	0.2432898071
788	0.2432398155
789	0.2432123077
790	0.2431474717
791	0.2430992255
792	0.2430551704
793	0.2430246706
794	0.2429914149
795	0.2429724075
796	0.242911067
797	0.2428125335
798	0.2427508376
799	0.2427246766
800	0.2426628868
801	0.2426180666
802	0.2425832555
803	0.242517516
804	0.2424910414
805	0.2424190253
806	0.2423707534
807	0.2423312412
808	0.2422917729
809	0.242253454
810	0.2422153292
811	0.24217351
812	0.2421145386
813	0.2420423604
814	0.2419701646
815	0.241906777
816	0.2418686727
817	0.2418138088
818	0.2417457057
819	0.241679559
820	0.2415820229
821	0.2415095194
822	0.2414671171
823	0.2414258527
824	0.2413712049
825	0.2413232704
826	0.2412834936
827	0.2412211021
828	0.2411905215
829	0.2411177879
830	0.2410811942
831	0.2410413505
832	0.2409695686
833	0.2409289787
834	0.2408837419
835	0.2408462948
836	0.2408007171
837	0.2407416494
838	0.2407205021
839	0.2406660882
840	0.2406440332
841	0.240588667
842	0.2405631969
843	0.2405226249
844	0.2404822325
845	0.2404272702
846	0.2403841572
847	0.2403492428
848	0.2403232957
849	0.2402883047
850	0.2402639515
851	0.2402348562
852	0.2401642464
853	0.2401167446
854	0.2400726119
855	0.2400506249
856	0.2400129397
857	0.2399867797
858	0.2399425583
859	0.2399177991
860	0.2398250139
861	0.239800578
862	0.2397756463
863	0.2397423745
864	0.2397046363
865	0.2396490454
866	0.2396118972
867	0.2395517408
868	0.23948419
869	0.2393981296
870	0.2393541685
871	0.2393204504
872	0.2392842845
873	0.2392440504
874	0.2392116151
875	0.2391721142
876	0.2390890936
877	0.2390529805
878	0.2389835456
879	0.2389509813
880	0.2388921989
881	0.2388568972
882	0.2388200835
883	0.238773227
884	0.2387146686
885	0.238685386
886	0.2386257864
887	0.2385615707
888	0.2385040657
889	0.2384628335
890	0.2384189171
891	0.2383659197
892	0.2383097064
893	0.2382692207
894	0.2382331461
895	0.2381765648
896	0.2381064577
897	0.2380411131
898	0.2379869636
899	0.237955199
900	0.237929865
901	0.237881759
902	0.237854802
903	0.2377997233
904	0.2377589228
905	0.2376813855
906	0.2376073284
907	0.2375740488
908	0.2375229572
909	0.2374834413
910	0.2374084078
911	0.2373763536
912	0.2373524309
913	0.2372910167
914	0.2372635785
915	0.2372299554
916	0.2371977805
917	0.2371754267
918	0.2370919016
919	0.2370603304
920	0.2369954759
921	0.2369153326
922	0.2368897361
923	0.2368692127
924	0.2368036611
925	0.2367466723
926	0.2367101395
927	0.2366618248
928	0.236640742
929	0.2365961353
930	0.236536339
931	0.2364980858
932	0.2364690166
933	0.2364256179
934	0.2363752836
935	0.2363323981
936	0.2362885018
937	0.2362473211
938	0.2362291481
939	0.2362044245
940	0.2361498259
941	0.2361328944
942	0.2360940329
943	0.2360463909
944	0.2360273049
945	0.2359872328
946	0.2359615701
947	0.235925634
948	0.2358927382
949	0.2358714964
950	0.2358468518
951	0.2357909253
952	0.235768844
953	0.2357126172
954	0.2356797133
955	0.2356408084
956	0.2355771522
957	0.2354932838
958	0.2354482472
959	0.2354105043
960	0.2353711238
961	0.2353348515
962	0.2353112214
963	0.2352642631
964	0.2352168801
965	0.2351812331
966	0.2351322651
967	0.235094194
968	0.2350677773
969	0.2350159354
970	0.2349404568
971	0.2349102313
972	0.2348802919
973	0.2348315867
974	0.2347627787
975	0.234739476
976	0.2347149651
977	0.2346722232
978	0.2346557733
979	0.2346321111
980	0.2345679118
981	0.2345211529
982	0.2344742229
983	0.2344267167
984	0.2343808127
985	0.2343302701
986	0.2342992949
987	0.2342764095
988	0.2342220029
989	0.2342055969
990	0.2341697663
991	0.2341181355
992	0.23410712
993	0.234080869
994	0.2340267273
995	0.2339746268
996	0.2339473945
997	0.2339246862
998	0.2339098974
999	0.2338685293
1000	0.2338226039
1001	0.2337853583
1002	0.233736865
1003	0.2337178623
1004	0.2336741518
1005	0.2336501689
1006	0.2336015691
1007	0.2335631088
1008	0.2335055153
1009	0.2334566075
1010	0.2334415544
1011	0.2333915856
1012	0.2333707739
1013	0.2333342819
1014	0.233274865
1015	0.2332407322
1016	0.2331829849
1017	0.2331598081
1018	0.233096552
1019	0.2330616413
1020	0.2330339205
1021	0.2329730554
1022	0.2329281236
1023	0.2328897529
1024	0.2328615802
1025	0.2327979904
1026	0.2327265745
1027	0.2326469176
1028	0.2326160511
1029	0.2325592658
1030	0.2325410057
1031	0.2324976183
1032	0.2324416007
1033	0.2324185843
1034	0.2323750101
1035	0.2323311085
1036	0.2323060522
1037	0.2322736858
1038	0.2322437283
1039	0.2322001513
1040	0.2321599354
1041	0.2321050516
1042	0.2320647273
1043	0.2320252826
1044	0.231976259
1045	0.2319534095
1046	0.2319355982
1047	0.2319208712
1048	0.231890291
1049	0.2318749789
1050	0.2318389139
1051	0.2317861041
1052	0.2317606855
1053	0.2317435955
1054	0.2317137433
1055	0.2316790764
1056	0.231623238
1057	0.231584553
1058	0.2315309581
1059	0.2314981436
1060	0.2314700759
1061	0.2314293148
1062	0.2313870757
1063	0.2313463371
1064	0.2313301073
1065	0.2313000525
1066	0.2312805789
1067	0.2312312692
1068	0.2312029688
1069	0.2311694049
1070	0.2311194624
1071	0.23111193
1072	0.2310723852
1073	0.2310386261
1074	0.2310007978
1075	0.2309181802
1076	0.2308970564
1077	0.2308710775
1078	0.2308453664
1079	0.2308211908
1080	0.2307902689
1081	0.2307548536
1082	0.2306970827
1083	0.2306658468
1084	0.2306159501
1085	0.2305756262
1086	0.2305376348
1087	0.2305001384
1088	0.2304491143
1089	0.230400113
1090	0.230383638
1091	0.2303635022
1092	0.2303306917
1093	0.2303038041
1094	0.2302746092
1095	0.2302357643
1096	0.2301827571
1097	0.2301589077
1098	0.2301236323
1099	0.2300960745
1100	0.2300453558
1101	0.2300109289
1102	0.2299772605
1103	0.2299527579
1104	0.2298816914
1105	0.2298510635
1106	0.2298295151
1107	0.2297806281
1108	0.2297365947
1109	0.2296918033
1110	0.2296668577
1111	0.2296378063
1112	0.2295963098
1113	0.2295686628
1114	0.2295158037
1115	0.2294608219
1116	0.2294277621
1117	0.2294122911
1118	0.2293728038
1119	0.2293510041
1120	0.2292746789
1121	0.2292370637
1122	0.229209766
1123	0.2291671821
1124	0.2291395914
1125	0.2290755113
1126	0.2290473578
1127	0.2290170074
1128	0.2289981086
1129	0.2289772252
1130	0.2289404163
1131	0.2289093994
1132	0.2288744912
1133	0.2288221037
1134	0.2287471293
1135	0.2287175313
1136	0.2286455254
1137	0.2286236855
1138	0.2285941681
1139	0.228563695
1140	0.228527294
1141	0.22850734
1142	0.228483533
1143	0.2284439755
1144	0.228413724
1145	0.2283701319
1146	0.228338853
1147	0.2283029822
1148	0.2282435367
1149	0.2282129349
1150	0.2281810093
1151	0.2281456833
1152	0.2281260835
1153	0.2280874167
1154	0.2280718668
1155	0.2280552898
1156	0.2279837049
1157	0.2279260026
1158	0.2278999861
1159	0.2278473802
1160	0.2278245452
1161	0.2278015199
1162	0.2277839488
1163	0.2277787525
1164	0.227728624
1165	0.2277094127
1166	0.2276675473
1167	0.2276317341
1168	0.2275964459
1169	0.2275618214
1170	0.2275013023
1171	0.2274465083
1172	0.2274293022
1173	0.2273660006
1174	0.2273448007
1175	0.2273103265
1176	0.227279269
1177	0.2272593362
1178	0.2272279881
1179	0.2271888234
1180	0.2271542708
1181	0.2270871749
1182	0.2270585986
1183	0.2270242582
1184	0.227005862
1185	0.226956521
1186	0.2269362439
1187	0.2268842585
1188	0.2268533744
1189	0.226804799
1190	0.2267636709
1191	0.2267169647
1192	0.22668316
1193	0.2266205279
1194	0.2265734814
1195	0.2265251003
1196	0.2264895484
1197	0.2264583857
1198	0.226439769
1199	0.2264118975
1200	0.2263672677
1201	0.2263221065
1202	0.2263038541
1203	0.2262885141
1204	0.2262471656
1205	0.2262077536
1206	0.2261918912
1207	0.2261698502
1208	0.2261306609
1209	0.2261071126
1210	0.2260706636
1211	0.2260367622
1212	0.2260208812
1213	0.2259581926
1214	0.2259314081
1215	0.2259152571
1216	0.2258654643
1217	0.2258314017
1218	0.2258130584
1219	0.2257930879
1220	0.2257558342
1221	0.225723021
1222	0.2257005822
1223	0.225650127
1224	0.2256068692
1225	0.2255667306
1226	0.2255327149
1227	0.2255006665
1228	0.2254739935
1229	0.2254570044
1230	0.2254022002
1231	0.2253673399
1232	0.2253404631
1233	0.225303949
1234	0.2252383465
1235	0.2252123616
1236	0.2251758371
1237	0.2251500233
1238	0.2251246133
1239	0.2250781326
1240	0.2250523871
1241	0.2250229862
1242	0.2250025624
1243	0.2249571277
1244	0.2249175159
1245	0.2248846566
1246	0.2248494368
1247	0.2248248278
1248	0.2248052129
1249	0.2247774741
1250	0.2247142935
1251	0.2246859561
1252	0.22467133
1253	0.22465573
1254	0.2246225439
1255	0.2246047728
1256	0.224557556
1257	0.2245223176
1258	0.2245008394
1259	0.2244506512
1260	0.2244216329
1261	0.2243819665
1262	0.2243628785
1263	0.2243170152
1264	0.2242995374
1265	0.2242830342
1266	0.2242214976
1267	0.2241849747
1268	0.2241645027
1269	0.2241150909
1270	0.2240962202
1271	0.2240433044
1272	0.2240132183
1273	0.2239871364
1274	0.2239542136
1275	0.2239377515
1276	0.2239036788
1277	0.2238771073
1278	0.2238421464
1279	0.223820272
1280	0.223777086
1281	0.2237473648
1282	0.2236959635
1283	0.2236470074
1284	0.2236288078
1285	0.2235955454
1286	0.2235449177
1287	0.2235195172
1288	0.2234849822
1289	0.2234733003
1290	0.2234464147
1291	0.2234140464
1292	0.2233887784
1293	0.2233687622
1294	0.2233177224
1295	0.2232679961
1296	0.2232458528
1297	0.2232024928
1298	0.2231882726
1299	0.223146608
1300	0.2231364116
1301	0.2231063717
1302	0.2230859417
1303	0.2230429454
1304	0.223023932
1305	0.222981609
1306	0.2229663578
1307	0.2229304144
1308	0.2228677227
1309	0.2228293338
1310	0.2227988789
1311	0.2227816004
1312	0.2227141467
1313	0.222687728
1314	0.2226556519
1315	0.2226170686
1316	0.2225884688
1317	0.222521327
1318	0.2224745522
1319	0.2224635857
1320	0.2224229302
1321	0.2224108151
1322	0.2223754895
1323	0.2223381167
1324	0.2223041105
1325	0.2222772345
1326	0.2222594432
1327	0.2222103513
1328	0.2221874225
1329	0.2221614643
1330	0.222147961
1331	0.2221203944
1332	0.2220927562
1333	0.2220754162
1334	0.2220011205
1335	0.2219770489
1336	0.2219038933
1337	0.2218442236
1338	0.2218013478
1339	0.2217634985
1340	0.2217419438
1341	0.2217104956
1342	0.2216963868
1343	0.2216677618
1344	0.22165584
1345	0.2216015627
1346	0.2215635859
1347	0.2215513294
1348	0.2215364132
1349	0.2215238159
1350	0.2214804428
1351	0.2214359387
1352	0.2214192615
1353	0.2213911075
1354	0.2213689554
1355	0.2213386883
1356	0.2213091762
1357	0.2212704991
1358	0.2212478894
1359	0.2212229496
1360	0.2211578165
1361	0.2211394614
1362	0.2210938656
1363	0.2210624959
1364	0.2209980498
1365	0.2209769065
1366	0.220919978
1367	0.2208755478
1368	0.2208569596
1369	0.2208220917
1370	0.2207824321
1371	0.2207400616
1372	0.2206802691
1373	0.2206659558
1374	0.2206365504
1375	0.2206163738
1376	0.2205944065
1377	0.2205744074
1378	0.2205453014
1379	0.2205278968
1380	0.2204967335
1381	0.2204480158
1382	0.2203985577
1383	0.2203753825
1384	0.2203574745
1385	0.2203362441
1386	0.2202959503
1387	0.2202797103
1388	0.2202675184
1389	0.2202098888
1390	0.2201777301
1391	0.2201471625
1392	0.2201224669
1393	0.2201175074
1394	0.2200741188
1395	0.2200446471
1396	0.2199989211
1397	0.2199728221
1398	0.219931176
1399	0.2198878421
1400	0.2198648506
1401	0.2198367056
1402	0.2198207018
1403	0.2197893197
1404	0.2197733307
1405	0.2197399191
1406	0.2197267084
1407	0.2196952955
1408	0.2196781498
1409	0.2196654115
1410	0.2196413823
1411	0.2195906147
1412	0.2195660841
1413	0.2195412771
1414	0.2194927653
1415	0.2194723007
1416	0.2194385569
1417	0.2193874215
1418	0.2193639788
1419	0.2193257422
1420	0.2193006943
1421	0.2192578953
1422	0.2192459481
1423	0.2192193381
1424	0.2191947271
1425	0.2191789981
1426	0.2191370646
1427	0.2191004526
1428	0.2190570424
1429	0.219031
1430	0.2190085073
1431	0.2189899174
1432	0.2189320363
1433	0.2189007943
1434	0.2188782912
1435	0.2188474186
1436	0.2188091928
1437	0.2187913982
1438	0.2187575042
1439	0.2187049749
1440	0.2186916326
1441	0.218637398
1442	0.2186275802
1443	0.218593776
1444	0.2185697824
1445	0.2185386039
1446	0.2185175525
1447	0.2184627176
1448	0.2184329928
1449	0.218416866
1450	0.2183999684
1451	0.2183734172
1452	0.2183598199
1453	0.2183294085
1454	0.21830445
1455	0.2182879651
1456	0.218270047
1457	0.2182506341
1458	0.2182382458
1459	0.2182184279
1460	0.2181878358
1461	0.2181577237
1462	0.2181291414
1463	0.2180975695
1464	0.2180572421
1465	0.2180308972
1466	0.2180018309
1467	0.2179629578
1468	0.2179319964
1469	0.2179185282
1470	0.2178885499
1471	0.2178377562
1472	0.2177983547
1473	0.2177490816
1474	0.2176930919
1475	0.2176548676
1476	0.2176292728
1477	0.2176056849
1478	0.2175652661
1479	0.2175342544
1480	0.2175178101
1481	0.2174997345
1482	0.2174732582
1483	0.2174188957
1484	0.2173849669
1485	0.2173510992
1486	0.2173305203
1487	0.2172963473
1488	0.21728054
1489	0.2172586961
1490	0.217221562
1491	0.21721081
1492	0.2171927363
1493	0.2171725723
1494	0.2171499414
1495	0.2171307733
1496	0.2171067543
1497	0.2170921585
1498	0.2170387973
1499	0.2170077607
1500	0.216987708
1501	0.2169691974
1502	0.2169378098
1503	0.2169040969
1504	0.2168625555
1505	0.2167958454
1506	0.2167833553
1507	0.2167386045
1508	0.2167247535
1509	0.2167097079
1510	0.2166870418
1511	0.2166514982
